DATE,MONTH,YEAR,DRIVER,GENDER,TYPE,CITY,PRICE,PAYMENT,START TIME,END TIME,HOUR,CAR,MILES,TRIP TIME
4/20/2015,4,2015,WILLIAM,m,POOL,San Francisco,$14.43 ,4602,11:28 AM,11:51 AM,11,POOL,4.83,0:19:01
4/21/2015,4,2015,Aristoteles,m,POOL,San Francisco,$15.29 ,4602,11:59 PM,12:12 AM,23,POOL,3.17,0:12:20
4/21/2015,4,2015,Mark,m,SUV,San Francisco,,4602,6:00 PM,,18,SUV,0.00,0:00:00
4/21/2015,4,2015,ZEKARYAS,m,TAXI,San Francisco,$28.70 ,4602,8:39 AM,9:26 AM,8,TAXI,4.10,0:37:53
4/22/2015,4,2015,JILL,f,uberX,San Francisco,,4602,5:59 PM,,17,uberX,0.00,0:00:00
4/22/2015,4,2015,Andrew,m,POOL,San Francisco,$10.39 ,4602,11:51 PM,12:07 AM,23,POOL,3.40,0:10:39
4/22/2015,4,2015,FAIZ,m,POOL,San Francisco,,4602,6:01 PM,,18,POOL,0.00,0:00:00
4/22/2015,4,2015,Gevorg,m,uberX,San Francisco,$11.71 ,4602,6:01 PM,6:10 PM,18,uberX,1.03,0:06:00
4/22/2015,4,2015,Murat,m,POOL,San Francisco,$13.42 ,4602,9:09 AM,9:41 AM,9,POOL,1.86,0:26:02
4/23/2015,4,2015,alton,m,POOL,San Francisco,$16.26 ,4602,7:58 AM,8:30 AM,7,POOL,2.56,0:25:29
4/23/2015,4,2015,EMMANUEL,m,uberX,San Francisco,$7.57 ,4602,9:53 AM,10:08 AM,9,uberX,0.94,0:12:06
4/23/2015,4,2015,FRANCISCO EVANDRO,m,BLACK,San Francisco,$15.00 ,4602,5:21 PM,5:32 PM,17,BLACK CAR,0.68,0:06:14
4/23/2015,4,2015,HAZEM,m,POOL,San Francisco,$12.80 ,4602,9:14 PM,9:30 PM,21,POOL,2.07,0:13:49
4/24/2015,4,2015,Martina,f,uberX,San Francisco,,4602,11:41 AM,,11,uberX,0.00,0:00:00
4/24/2015,4,2015,Alan,m,POOL,San Francisco,,4602,11:52 PM,,23,POOL,0.00,0:00:00
4/24/2015,4,2015,JOHN,m,POOL,San Francisco,$16.03 ,4602,8:17 AM,8:46 AM,8,POOL,2.97,0:30:03
4/24/2015,4,2015,khuchitbaatar,m,uberX,San Francisco,,4602,1:01 PM,,13,uberX,0.00,0:00:00
4/24/2015,4,2015,koon wai,m,POOL,San Francisco,,4602,11:40 AM,,11,POOL,0.00,0:00:00
4/24/2015,4,2015,Rafael,m,POOL,San Francisco,,4602,11:42 PM,,23,POOL,0.00,0:00:00
4/24/2015,4,2015,Rafael,m,POOL,San Francisco,,4602,11:41 PM,,23,POOL,0.00,0:00:00
4/24/2015,4,2015,TARAZANO,m,POOL,San Francisco,$12.57 ,4602,11:54 PM,12:10 AM,23,POOL,3.66,0:10:19
4/24/2015,4,2015,Te,m,uberX,San Francisco,,4602,11:42 AM,,11,uberX,0.00,0:00:00
4/24/2015,4,2015,yuji,m,uberX,San Francisco,$13.77 ,4602,1:01 PM,1:25 PM,13,uberX,2.01,0:19:16
4/25/2015,4,2015,YING,m,POOL,San Francisco,$8.75 ,4602,1:08 PM,1:22 PM,13,POOL,1.25,0:05:11
5/3/2015,5,2015,chad,m,POOL,San Francisco,$5.96 ,4602,9:08 AM,9:17 AM,9,POOL,1.15,0:04:50
5/3/2015,5,2015,JAINAN,m,POOL,San Francisco,$12.19 ,4602,4:21 PM,4:47 PM,16,POOL,1.91,0:19:39
5/7/2015,5,2015,Gregory,m,POOL,San Francisco,$6.00 ,4602,8:48 PM,9:10 PM,20,POOL,1.55,0:10:53
5/8/2015,5,2015,Shakti,m,POOL,San Francisco,$7.01 ,4602,7:04 AM,7:26 AM,7,POOL,1.83,0:13:50
5/10/2015,5,2015,david,m,uberX,San Francisco,,4602,1:54 PM,,13,uberX,0.00,0:00:00
5/10/2015,5,2015,Gregory,m,uberX,San Francisco,,4602,2:21 PM,,14,uberX,0.00,0:00:00
5/10/2015,5,2015,JORGE EDUARDO,m,uberX,San Francisco,,4602,1:45 PM,,13,uberX,0.00,0:00:00
5/10/2015,5,2015,Kayode,m,uberX,San Francisco,,4602,1:47 PM,,13,uberX,0.00,0:00:00
5/10/2015,5,2015,Nelio,m,uberX,San Francisco,,4602,1:47 PM,Dropoff time unknown,13,uberX,0.00,0:00:00
5/13/2015,5,2015,Veronica,m,POOL,San Francisco,$15.88 ,4602,6:29 PM,6:58 PM,18,POOL,2.20,0:26:01
5/15/2015,5,2015,tony,m,POOL,San Francisco,$7.04 ,4602,9:28 PM,9:43 PM,21,POOL,1.05,0:09:30
5/15/2015,5,2015,Zhiyi,m,POOL,San Francisco,$6.35 ,4602,8:39 PM,8:51 PM,20,POOL,1.03,0:06:58
5/16/2015,5,2015,JOSEPH,m,uberX,San Francisco,$25.74 ,4602,6:59 PM,7:32 PM,18,uberX,11.97,0:26:51
5/16/2015,5,2015,MUHAMMAD MOSTAFIZUR,m,POOL,San Francisco,$12.20 ,4602,2:01 AM,2:03 AM,2,POOL,0.00,0:00:00
5/16/2015,5,2015,thakur,m,POOL,San Francisco,$10.16 ,4602,2:04 AM,2:10 AM,2,POOL,1.03,0:03:59
5/19/2015,5,2015,Aidarous,m,uberX,Boston,$20.47 ,4602,9:59 PM,10:10 PM,21,uberX,4.40,0:08:45
5/19/2015,5,2015,Bill,m,uberX,Boston,$34.77 ,4602,3:25 PM,4:20 PM,15,uberX,6.79,0:45:52
5/19/2015,5,2015,Cody,m,uberX,San Francisco,$47.59 ,4602,4:50 AM,5:26 AM,4,uberX,25.87,0:26:38
5/19/2015,5,2015,FABRICIO,m,uberX,Boston,,4602,5:39 PM,,17,uberX,0.00,0:00:00
5/19/2015,5,2015,FABRICIO,m,uberX,Boston,$11.83 ,4602,5:39 PM,6:06 PM,17,uberX,2.89,0:25:34
5/20/2015,5,2015,Bernard,m,uberX,Boston,$6.77 ,4602,6:36 PM,6:48 PM,18,uberX,1.00,0:05:53
5/20/2015,5,2015,GLENNY,m,uberX,Boston,$9.04 ,4602,8:30 PM,8:45 PM,20,uberX,3.41,0:09:18
5/20/2015,5,2015,Rafael,m,uberX,Boston,$13.09 ,4602,11:06 AM,11:36 AM,11,uberX,3.57,0:27:38
5/20/2015,5,2015,Rudyner,m,uberXL,Boston,,4602,7:02 AM,,7,uberXL,0.00,0:00:00
5/20/2015,5,2015,Rudyner,m,uberXL,Boston,$8.16 ,4602,7:03 AM,7:10 AM,7,uberXL,0.92,0:04:02
5/20/2015,5,2015,Timmy,m,uberX,Boston,$11.14 ,4602,11:46 PM,11:59 PM,23,uberX,2.83,0:08:49
5/20/2015,5,2015,Wesner,m,uberX,Boston,$8.32 ,4602,9:01 PM,9:21 PM,21,uberX,2.86,0:09:01
5/21/2015,5,2015,SINARA,f,uberX,Boston,$22.22 ,4602,4:58 AM,5:16 AM,4,uberX,6.15,0:14:43
5/21/2015,5,2015,Stephen,m,uberX,San Francisco,$50.20 ,4602,9:35 AM,10:18 AM,9,uberX,25.57,0:38:08
5/22/2015,5,2015,EMAD,m,uberX,San Francisco,,4602,2:40 PM,,14,uberX,0.00,0:00:00
5/22/2015,5,2015,RODOLFO,m,uberX,San Francisco,,4602,4:25 PM,,16,uberX,0.00,0:00:00
5/22/2015,5,2015,RODOLFO,m,uberX,San Francisco,$13.19 ,4602,4:29 PM,4:41 PM,16,uberX,3.02,0:08:30
5/22/2015,5,2015,SUJAN,m,uberX,San Francisco,$5.79 ,4602,2:51 PM,3:03 PM,14,uberX,1.11,0:04:26
5/25/2015,5,2015,Sha,m,uberX,San Francisco,$47.58 ,4602,8:20 PM,8:56 PM,20,uberX,25.48,0:28:30
5/28/2015,5,2015,Bijan,m,uberX,San Francisco,$5.08 ,4602,1:18 PM,1:24 PM,13,uberX,0.76,0:03:26
5/28/2015,5,2015,Brendan,m,uberX,San Francisco,$5.04 ,4602,9:10 PM,9:22 PM,21,uberX,0.70,0:03:37
5/28/2015,5,2015,CARL,m,POOL,San Francisco,$13.30 ,4602,6:14 PM,6:40 PM,18,POOL,2.21,0:16:54
5/28/2015,5,2015,Jianming,m,POOL,San Francisco,$10.93 ,4602,9:36 AM,9:50 AM,9,POOL,1.57,0:09:06
5/28/2015,5,2015,Sonam,m,POOL,San Francisco,$13.73 ,4602,11:01 AM,11:27 AM,11,POOL,2.80,0:22:16
5/28/2015,5,2015,Young,m,uberX,San Francisco,$5.46 ,4602,4:22 PM,4:32 PM,16,uberX,0.89,0:04:14
5/29/2015,5,2015,Frederico,m,POOL,San Francisco,$18.04 ,4602,7:50 AM,8:28 AM,7,POOL,3.03,0:33:29
5/29/2015,5,2015,Jose,m,uberX,San Francisco,$5.46 ,4602,9:38 AM,9:46 AM,9,uberX,0.87,0:04:20
5/29/2015,5,2015,Rafique,m,POOL,San Francisco,$15.38 ,4602,6:52 PM,7:20 PM,18,POOL,4.37,0:24:20
6/1/2015,6,2015,Antonio,m,uberX,San Francisco,$6.36 ,4602,12:54 PM,1:03 PM,12,uberX,1.11,0:06:36
6/2/2015,6,2015,Phil,m,uberX,San Francisco,,4602,8:03 PM,,20,uberX,0.00,0:00:00
6/2/2015,6,2015,Timothy,m,uberX,San Francisco,$10.46 ,4602,10:18 PM,10:31 PM,22,uberX,1.83,0:08:26
6/3/2015,6,2015,Ghyar,m,uberX,San Francisco,,4602,9:55 PM,,21,uberX,0.00,0:00:00
6/3/2015,6,2015,Ghyar,m,uberX,San Francisco,$10.04 ,4602,9:56 PM,10:08 PM,21,uberX,1.43,0:09:15
6/3/2015,6,2015,Jeff,m,POOL,San Francisco,$9.24 ,4602,6:26 PM,6:54 PM,18,POOL,1.66,0:20:25
6/3/2015,6,2015,moussa,m,POOL,San Francisco,$5.82 ,4602,1:18 PM,1:28 PM,13,POOL,0.79,0:06:09
6/4/2015,6,2015,Abduljabbar QASEM,m,uberX,San Francisco,,4602,11:08 PM,Dropoff time unknown,23,,,
6/4/2015,6,2015,FABIANO,m,POOL,San Francisco,$8.20 ,4602,7:17 AM,7:40 AM,7,POOL,2.24,0:18:37
6/4/2015,6,2015,YEHLEEN,m,uberX,San Francisco,$5.96 ,4602,11:10 PM,11:19 PM,23,uberX,1.15,0:04:53
6/7/2015,6,2015,Amjad,m,uberX,San Francisco,$13.55 ,4602,12:04 PM,12:16 PM,12,uberX,3.36,0:08:14
6/7/2015,6,2015,John,m,uberX,Washington D.C.,$46.43 ,4602,9:21 PM,10:24 PM,21,uberX,34.73,0:40:03
6/8/2015,6,2015,Abiodun,m,uberX,Washington D.C.,$48.62 ,4602,10:08 PM,11:04 PM,22,uberX,35.31,0:48:01
6/10/2015,6,2015,KEith,m,uberX,Washington D.C.,$5.00 ,4602,10:37 AM,,10,uberX,0.00,0:00:00
6/10/2015,6,2015,Tariq,m,BLACK,San Francisco,,4602,3:34 PM,,15,BLACK CAR,0.00,0:00:00
6/11/2015,6,2015,ANTONIO,m,uberX,San Francisco,,4602,10:22 PM,,22,uberX,0.00,0:00:00
6/11/2015,6,2015,fouad,m,POOL,San Francisco,$17.61 ,4602,5:38 PM,5:59 PM,17,POOL,1.37,0:17:53
6/17/2015,6,2015,CHRISTIAN,m,POOL,San Francisco,$10.92 ,4602,11:29 PM,11:46 PM,23,POOL,3.17,0:13:51
6/17/2015,6,2015,Hatem,m,POOL,San Francisco,,4602,11:24 PM,Dropoff time unknown,23,POOL,0.00,0:00:00
6/17/2015,6,2015,JERRY,m,POOL,San Francisco,,4602,7:45 PM,Dropoff time unknown,19,POOL,0.00,0:00:00
6/17/2015,6,2015,Jose,m,POOL,San Francisco,,4602,7:47 PM,,19,POOL,0.00,0:00:00
6/18/2015,6,2015,Hayley,f,POOL,San Francisco,$5.61 ,4602,7:18 AM,7:26 AM,7,POOL,1.02,0:04:12
6/18/2015,6,2015,Jose Gerard,m,uberX,San Francisco,$9.62 ,4602,7:59 PM,8:14 PM,19,uberX,1.81,0:10:05
6/18/2015,6,2015,WILLIAM,m,POOL,San Francisco,,4602,7:35 PM,Dropoff time unknown,19,POOL,0.00,0:00:00
6/19/2015,6,2015,ADELBERT,m,uberX,San Francisco,$5.69 ,4602,7:41 AM,7:55 AM,7,uberX,1.00,0:04:37
6/20/2015,6,2015,Marqui,m,uberX,San Francisco,$8.14 ,4602,10:34 PM,10:42 PM,22,uberX,1.14,0:05:25
6/23/2015,6,2015,DAVID,m,uberX,San Francisco,$8.09 ,4602,11:43 PM,11:58 PM,23,uberX,1.47,0:11:27
6/24/2015,6,2015,Baltazar,m,POOL,San Francisco,$6.91 ,4602,10:59 PM,11:22 PM,22,POOL,2.01,0:14:15
6/24/2015,6,2015,Daniel,m,uberX,San Francisco,$9.14 ,4602,8:59 PM,9:15 PM,20,uberX,2.49,0:10:26
6/25/2015,6,2015,Karl,m,POOL,San Francisco,$6.28 ,4602,7:34 AM,7:44 AM,7,POOL,1.26,0:05:39
6/27/2015,6,2015,Abdur,m,BLACK,San Francisco,$15.00 ,4602,7:23 PM,7:32 PM,19,BLACK CAR,0.89,0:05:33
6/27/2015,6,2015,ARTHUR,m,uberX,San Francisco,$10.27 ,4602,11:07 PM,11:27 PM,23,uberX,3.18,0:11:18
6/27/2015,6,2015,RODRIGO,m,uberX,San Francisco,$10.11 ,4602,8:44 PM,9:03 PM,20,uberX,2.44,0:14:24
6/27/2015,6,2015,Tarlok,m,uberX,San Francisco,,4602,8:36 PM,,20,uberX,0.00,0:00:00
6/28/2015,6,2015,Debra,m,POOL,San Francisco,$24.13 ,4602,8:31 PM,9:18 PM,20,POOL,11.06,0:34:59
6/29/2015,6,2015,EDUARDO,m,POOL,San Francisco,$5.78 ,4602,6:39 AM,6:49 AM,6,POOL,0.98,0:05:05
6/30/2015,6,2015,AGHLAB,m,POOL,San Francisco,$9.53 ,4602,11:02 PM,11:22 PM,23,POOL,1.95,0:13:12
7/2/2015,7,2015,Vineet,m,POOL,San Francisco,$5.93 ,4602,6:39 PM,6:52 PM,18,POOL,1.12,0:09:15
7/8/2015,7,2015,JEAN HENRIQUE,m,POOL,San Francisco,$9.01 ,4602,5:45 PM,6:13 PM,17,POOL,2.44,0:21:22
7/10/2015,7,2015,Majid,m,UberSELECT,Los Angeles,,4602,6:49 PM,,18,SELECT,0.00,0:00:00
7/10/2015,7,2015,Muhammad,m,POOL,San Francisco,$21.55 ,4602,2:33 PM,3:17 PM,14,POOL,8.43,0:35:19
7/10/2015,7,2015,Salaheddine,m,UberSELECT,Los Angeles,,4602,6:47 PM,,18,SELECT,0.00,0:00:00
7/11/2015,7,2015,Carlos,m,POOL,Los Angeles,$4.00 ,4602,11:24 PM,11:32 PM,23,POOL,1.12,0:04:46
7/12/2015,7,2015,"""Karooni"" Khaled",m,POOL,San Francisco,$24.40 ,4602,10:21 PM,10:58 PM,22,POOL,9.29,0:34:04
7/12/2015,7,2015,Ahmad,m,POOL,Los Angeles,,4602,7:18 PM,,19,POOL,0.00,0:00:00
7/12/2015,7,2015,Ahmad,m,POOL,Los Angeles,,4602,7:16 PM,,19,POOL,0.00,0:00:00
7/12/2015,7,2015,Ahmad,m,POOL,Los Angeles,,4602,7:14 PM,,19,POOL,0.00,0:00:00
7/12/2015,7,2015,Joseph,m,uberX,Los Angeles,,4602,7:17 PM,,19,uberX,0.00,0:00:00
7/13/2015,7,2015,Abderrahim,m,POOL,San Francisco,$9.88 ,606,4:43 PM,5:01 PM,16,POOL,2.43,0:13:38
7/13/2015,7,2015,Andy,m,POOL,San Francisco,$15.16 ,606,10:13 PM,10:31 PM,22,POOL,3.00,0:12:53
7/13/2015,7,2015,Nazmeen,m,POOL,San Francisco,,606,10:12 PM,,22,POOL,0.00,0:00:00
7/14/2015,7,2015,ERIC,m,SUV,San Francisco,$46.47 ,606,1:11 PM,1:38 PM,13,SUV,3.42,0:20:42
7/14/2015,7,2015,Suleyman,m,SUV,San Francisco,$46.11 ,606,4:45 PM,5:07 PM,16,SUV,3.65,0:19:20
7/17/2015,7,2015,nelsy,f,POOL,San Francisco,($3.82),606,11:56 PM,,23,,,
7/17/2015,7,2015,-,m,POOL,San Francisco,,606,7:47 PM,,19,,,
7/17/2015,7,2015,Ying,m,POOL,San Francisco,$15.16 ,606,8:03 PM,8:31 PM,20,POOL,2.55,0:23:27
7/18/2015,7,2015,Allam,m,POOL,San Francisco,($1.20),606,12:06 AM,12:11 AM,0,,,
7/18/2015,7,2015,RASIM,m,POOL,San Francisco,,606,12:12 AM,,0,POOL,0.00,0:00:00
7/18/2015,7,2015,tark,m,POOL,San Francisco,$11.95 ,606,12:13 AM,12:34 AM,0,POOL,2.43,0:16:28
7/22/2015,7,2015,ALEXANDER,m,POOL,San Francisco,$9.62 ,606,6:06 PM,6:36 PM,18,POOL,3.11,0:23:36
7/23/2015,7,2015,GODWILL,m,POOL,San Francisco,$7.77 ,606,9:52 AM,10:16 AM,9,POOL,2.04,0:18:59
7/23/2015,7,2015,IGOR,m,POOL,San Francisco,$10.12 ,606,10:54 PM,11:07 PM,22,POOL,3.06,0:11:19
7/23/2015,7,2015,RYCH,m,POOL,San Francisco,$8.57 ,606,11:12 AM,11:37 AM,11,POOL,2.13,0:20:00
7/28/2015,7,2015,BAOYUAN,m,POOL,San Francisco,$13.32 ,606,7:08 AM,7:24 AM,7,POOL,2.87,0:11:07
7/28/2015,7,2015,Monir,m,POOL,San Francisco,$9.24 ,606,11:33 PM,11:46 PM,23,POOL,2.04,0:07:51
7/29/2015,7,2015,Peter,m,POOL,San Francisco,,606,4:50 PM,Dropoff time unknown,16,,,
7/30/2015,7,2015,Liyanna,f,POOL,San Francisco,,606,12:36 AM,,0,POOL,0.00,0:00:00
7/30/2015,7,2015,Jamang,m,POOL,San Francisco,$6.01 ,606,1:01 AM,1:08 AM,1,POOL,1.07,0:05:30
7/30/2015,7,2015,NOOR,m,POOL,San Francisco,$6.94 ,606,10:13 PM,10:31 PM,22,POOL,2.22,0:11:53
7/30/2015,7,2015,Yared,m,POOL,San Francisco,$14.91 ,606,7:34 PM,8:02 PM,19,POOL,2.44,0:24:41
7/30/2015,7,2015,Yezihlem,m,POOL,San Francisco,$8.38 ,606,12:38 AM,12:48 AM,0,POOL,2.27,0:08:43
7/31/2015,7,2015,Ahmed,m,POOL,San Francisco,$21.00 ,606,4:53 AM,5:08 AM,4,POOL,8.38,0:11:48
8/1/2015,8,2015,Denise,m,uberX,Seattle,,606,1:58 AM,,1,uberX,0.00,0:00:00
8/3/2015,8,2015,RITA,m,POOL,San Francisco,$16.27 ,606,1:45 PM,2:01 PM,13,POOL,5.62,0:07:25
8/3/2015,8,2015,Salim,m,POOL,San Francisco,,606,1:43 PM,,13,POOL,0.00,0:00:00
8/7/2015,8,2015,Christian,m,POOL,Los Angeles,$4.00 ,606,11:14 PM,11:25 PM,23,POOL,1.45,0:07:35
8/7/2015,8,2015,HUNG,m,POOL,San Francisco,$21.00 ,606,2:56 PM,3:13 PM,14,POOL,8.39,0:11:45
8/9/2015,8,2015,Amani,m,POOL,San Francisco,,606,10:11 PM,Dropoff time unknown,22,,,
8/9/2015,8,2015,Andrew,m,POOL,San Francisco,,606,10:09 PM,,22,POOL,0.00,0:00:00
8/9/2015,8,2015,GUSTAVO,m,POOL,San Francisco,,606,10:18 PM,,22,POOL,0.00,0:00:00
8/11/2015,8,2015,ABBAS,m,POOL,San Francisco,$10.18 ,606,10:05 PM,10:32 PM,22,POOL,3.43,0:20:30
8/11/2015,8,2015,PE,m,POOL,San Francisco,,606,6:18 PM,,18,POOL,0.00,0:00:00
8/11/2015,8,2015,Rinzin,m,POOL,San Francisco,,606,6:14 PM,,18,POOL,0.00,0:00:00
8/16/2015,8,2015,Raymond,m,POOL,San Francisco,$37.73 ,606,5:06 PM,6:07 PM,17,POOL,16.13,0:50:26
8/22/2015,8,2015,Quique Z.,m,POOL,San Francisco,,606,12:56 AM,Dropoff time unknown,0,POOL,0.00,0:00:00
8/22/2015,8,2015,Quique Z.,m,POOL,San Francisco,,606,12:55 AM,Dropoff time unknown,0,POOL,0.00,0:00:00
8/22/2015,8,2015,William,m,POOL,San Francisco,$5.45 ,606,12:56 AM,1:04 AM,0,POOL,1.00,0:03:43
8/28/2015,8,2015,Damdinsuren,m,POOL,San Francisco,$7.51 ,606,9:27 PM,9:34 PM,21,POOL,1.00,0:04:31
8/28/2015,8,2015,Jose,m,uberX,San Francisco,$7.74 ,606,5:16 PM,5:31 PM,17,uberX,1.41,0:10:24
8/28/2015,8,2015,OLIMJON,m,uberX,San Francisco,$18.51 ,606,9:21 AM,9:49 AM,9,uberX,3.33,0:19:46
8/28/2015,8,2015,Sergey,m,POOL,San Francisco,,606,10:50 AM,11:19 AM,10,,,
8/29/2015,8,2015,KENNETH,m,POOL,San Francisco,$14.83 ,606,7:25 PM,7:48 PM,19,POOL,2.21,0:17:57
8/30/2015,8,2015,CANDIDO,m,POOL,San Francisco,$20.32 ,606,1:20 AM,1:35 AM,1,POOL,3.13,0:11:17
9/10/2015,9,2015,LUIS,m,POOL,San Francisco,$11.14 ,606,6:30 PM,7:11 PM,18,POOL,3.45,0:31:34
9/10/2015,9,2015,Rupinder,m,POOL,San Francisco,$16.04 ,606,3:09 PM,3:53 PM,15,POOL,5.36,0:39:14
9/15/2015,9,2015,ANTONINHO,m,POOL,San Francisco,$9.68 ,606,3:53 PM,4:23 PM,15,POOL,2.30,0:24:15
9/25/2015,9,2015,ABDISSA,m,POOL,San Francisco,$13.15 ,606,11:33 PM,11:57 PM,23,POOL,1.35,0:15:29
9/25/2015,9,2015,Samuel,m,POOL,San Francisco,$18.99 ,606,12:02 AM,12:18 AM,0,POOL,3.70,0:13:44
9/27/2015,9,2015,RAJA,m,POOL,San Francisco,,606,10:26 AM,,10,POOL,0.00,0:00:00
9/27/2015,9,2015,Zerisonai,m,POOL,San Francisco,$16.71 ,606,10:34 AM,10:54 AM,10,POOL,3.11,0:16:16
9/29/2015,9,2015,ERIC,m,POOL,San Francisco,$7.93 ,606,12:02 PM,12:20 PM,12,POOL,2.35,0:13:53
9/30/2015,9,2015,GANGA,m,POOL,San Francisco,$9.65 ,606,5:19 PM,6:10 PM,17,POOL,2.22,0:42:39
10/6/2015,10,2015,PANDORA,f,POOL,San Francisco,$8.27 ,606,9:49 AM,10:06 AM,9,POOL,2.45,0:14:30
10/11/2015,10,2015,Jane,f,POOL,San Francisco,$11.24 ,606,8:20 PM,8:32 PM,20,POOL,2.32,0:10:17
10/11/2015,10,2015,LELAND JEROME,m,POOL,San Francisco,,606,8:20 PM,,20,POOL,0.00,0:00:00
10/11/2015,10,2015,LELAND JEROME,m,POOL,San Francisco,,606,8:15 PM,Dropoff time unknown,20,POOL,0.00,0:00:00
10/26/2015,10,2015,Vijendra,m,uberXL,San Francisco,$12.65 ,606,9:10 PM,9:25 PM,21,uberXL,1.34,0:07:37
10/27/2015,10,2015,Brandon,m,POOL,San Francisco,$12.55 ,606,11:26 PM,11:48 PM,23,POOL,4.02,0:14:29
10/27/2015,10,2015,Michael,m,POOL,San Francisco,$11.91 ,606,6:14 PM,6:48 PM,18,POOL,2.75,0:24:33
10/27/2015,10,2015,Viktar,m,POOL,San Francisco,$5.00 ,606,8:17 AM,,8,POOL,0.00,0:00:00
10/30/2015,10,2015,NAY,m,POOL,San Francisco,$10.44 ,606,11:17 PM,11:54 PM,23,POOL,3.42,0:28:27
10/31/2015,10,2015,MAROUANE,m,POOL,San Francisco,$19.61 ,606,1:22 AM,1:48 AM,1,POOL,3.36,0:19:28
11/6/2015,11,2015,-,m,POOL,San Francisco,,606,9:01 PM,,21,,,
11/6/2015,11,2015,Abdullah,m,POOL,San Francisco,$14.40 ,606,9:02 PM,9:23 PM,21,POOL,3.01,0:19:13
11/9/2015,11,2015,KHERRA,f,POOL,San Francisco,,606,1:22 PM,,13,POOL,0.00,0:00:00
11/18/2015,11,2015,MASSIMO,m,POOL,San Francisco,$12.62 ,606,9:24 AM,9:51 AM,9,POOL,3.80,0:22:02
12/3/2015,12,2015,JORGE,m,POOL,San Francisco,$11.15 ,,4:00 PM,4:37 PM,16,POOL,3.19,0:33:23
12/5/2015,12,2015,GON,m,POOL,San Francisco,$9.33 ,,10:58 PM,11:13 PM,22,POOL,1.13,0:10:29
12/5/2015,12,2015,SARBJIT,m,POOL,San Francisco,$6.58 ,,9:21 PM,9:30 PM,21,POOL,1.13,0:06:00
12/6/2015,12,2015,GEORGE,m,POOL,San Francisco,$14.92 ,,12:37 PM,12:56 PM,12,POOL,2.79,0:16:50
12/8/2015,12,2015,RONNIE,m,POOL,San Francisco,$6.62 ,,7:10 AM,7:40 AM,7,POOL,2.00,0:18:32
12/9/2015,12,2015,Joseph,m,POOL,San Francisco,$13.01 ,,10:16 AM,10:58 AM,10,POOL,4.13,0:36:34
12/11/2015,12,2015,Douglas,m,uberX,San Francisco,,,11:33 AM,,11,uberX,0.00,0:00:00
12/11/2015,12,2015,Douglas,m,uberX,San Francisco,,,11:29 AM,,11,uberX,0.00,0:00:00
12/11/2015,12,2015,Douglas,m,uberX,San Francisco,$7.58 ,,11:45 AM,11:54 AM,11,uberX,2.85,0:05:45
12/11/2015,12,2015,Guang cong,m,POOL,San Francisco,,,2:42 PM,2:47 PM,14,,,
12/11/2015,12,2015,NASEER,m,uberX,San Francisco,$13.36 ,,7:52 AM,8:01 AM,7,uberX,1.81,0:08:53
12/11/2015,12,2015,OSMAN,m,POOL,San Francisco,$17.98 ,,6:17 AM,6:50 AM,6,POOL,3.56,0:26:55
12/11/2015,12,2015,Robert,m,POOL,San Francisco,,,2:47 PM,,14,POOL,0.00,0:00:00
12/16/2015,12,2015,Atikum,m,POOL,San Francisco,,6700,8:22 PM,,20,POOL,0.00,0:00:00
12/16/2015,12,2015,Jose,m,POOL,San Francisco,,6700,8:39 PM,,20,POOL,0.00,0:00:00
12/17/2015,12,2015,Heather Rose,f,POOL,San Francisco,$9.04 ,6700,3:13 PM,3:41 PM,15,POOL,2.77,0:22:58
12/24/2015,12,2015,salem,m,uberX,Denver,,6700,7:14 PM,,19,uberX,0.00,0:00:00
1/4/2016,1,2016,Nanak,m,POOL,San Francisco,$16.77 ,6700,9:54 PM,10:13 PM,21,POOL,5.59,0:08:04
1/10/2016,1,2016,BARON,m,uberX,San Francisco,$9.85 ,6700,5:14 PM,5:33 PM,17,uberX,2.84,0:14:40
1/11/2016,1,2016,Adam,m,POOL,San Francisco,,6700,7:01 PM,,19,POOL,0.00,0:00:00
1/13/2016,1,2016,GRIGORY,m,POOL,San Francisco,$8.97 ,6700,10:44 PM,11:07 PM,22,POOL,3.16,0:18:34
1/21/2016,1,2016,JOEY(Joseph),m,POOL,San Francisco,$8.74 ,6700,4:31 PM,4:56 PM,16,POOL,2.53,0:24:07
1/22/2016,1,2016,JAVIER,m,POOL,San Francisco,$7.53 ,6700,6:07 PM,6:29 PM,18,POOL,2.07,0:17:29
1/22/2016,1,2016,Michael,m,POOL,San Francisco,$3.82 ,6700,1:19 PM,1:25 PM,13,POOL,0.46,0:03:33
2/1/2016,2,2016,Gil,m,POOL,San Francisco,,6700,10:29 AM,,10,POOL,0.00,0:00:00
2/1/2016,2,2016,Jason,m,POOL,San Francisco,$3.00 ,6700,10:44 AM,10:53 AM,10,POOL,0.68,0:08:16
2/4/2016,2,2016,Linghua,f,POOL,San Francisco,$12.66 ,6700,7:07 PM,7:27 PM,19,POOL,3.15,0:13:52
2/4/2016,2,2016,RENATO,m,POOL,San Francisco,,6700,3:44 PM,,15,,,
2/5/2016,2,2016,Aleksandr,m,POOL,San Francisco,$6.83 ,6700,10:55 AM,11:16 AM,10,POOL,0.97,0:16:04
